ID_Venta,Fecha,ID_Cliente,ID_Producto,Canal,Estado,Unidades,Precio_Unitario,Descuento,Costo_Unitario,Costo_Envio
V04211,2025-01-14,C022,P004,E-commerce,Confirmada,4,30.25,0.0,14.8,25.36
V02677,2025-09-22,C044,P006,E-commerce,Confirmada,1,69.17,0.08,38.61,19.94
V04667,2024-03-23,C007,P010,Tienda fisica,Confirmada,1,34.99,0.0,17.63,0.7
V03960,2024-11-15,C038,P004,Tienda fisica,Confirmada,3,27.8,0.05,13.56,2.86
V03471,2025-03-12,C026,P009,E-commerce,Confirmada,8,136.71,0.05,82.99,31.88
V00240,2025-11-27,C007,P008,E-commerce,Confirmada,  1 ,  88.64 ,0.05,51.59,  19.64 
V03744,2024-09-30,C022,P005,Tienda fisica,Confirmada,17,94.08,0.0,48.13,3.86
V00946,2024-06-06,C051,P004,E-commerce,Confirmada,2,28.72,0.0,13.17,18.11
V01434,2024-06-26,C047,P002,Tienda fisica,Confirmada,3,458.95,0.0,267.11,2.13
V03109,2024-06-21,C027,P007,E-commerce,Confirmada,1,117.9,0.0,62.38,11.09
V05060,2025-06-30,C025,P002,E-commerce,Confirmada,3,483.0,0.05,296.66,28.41
V03677,2024-01-24,C051,P009,Tienda fisica,Confirmada,2,133.77,0.0,77.25,3.62
V01717,2024-03-14,C044,P008,Tienda fisica,Confirmada,1,86.18,0.0,48.98,0.81
V00511,2025-12-11,C056,P003,E-commerce,Confirmada,1,1755.85,0.0,1213.75,24.52
V04560,2024-12-05,C008,P006,Tienda fisica,Confirmada,9,65.88,0.05,35.19,2.35
V01449,2025-11-21,C008,P010,E-commerce,Confirmada,2,36.4,0.0,19.66,31.5
V00038,2024-11-19,C012,P009,Tienda fisica,Confirmada,1,131.82,0.0,77.11,1.59
V04786,2024-07-18,C026,P006,Tienda fisica,Confirmada,1,65.92,0.0,35.25,3.56
V01551,2024-05-04,C020,P008,Tienda fisica,Confirmada,2,85.62,0.0,47.25,2.14
V00549,2025-11-30,C060,P006,E-commerce,Confirmada,10,67.83,0.0,38.17,39.65
V04784,2024-03-17,C018,P010,E-commerce,Confirmada,4,35.15,0.1,17.65,24.73
V00644,2024-12-23,C020,P006,Tienda fisica,Confirmada,4,66.08,0.0,35.82,3.73
V03763,2025-07-19,C005,P010,E-commerce,Confirmada,  1 ,  36.76 ,0.0,19.34,  19.28 
V01125,2025-12-26,C017,P010,E-commerce,Confirmada,1,37.28,0.05,19.27,19.62
V02189,2025-05-16,C053,P004,E-commerce,Confirmada,9,29.68,0.0,14.55,39.97
V04066,2024-11-18,C001,P005,E-commerce,Confirmada,8,96.1,0.15,48.06,28.37
V03734,2025-02-05,C032,P001,E-commerce,Confirmada,6,1262.75,0.0,804.11,28.33
V01332,2024-01-10,C036,P005,Tienda fisica,Confirmada,5,96.37,0.0,47.25,2.11
V02700,2024-07-06,C006,P008,Tienda fisica,Confirmada,1,87.05,0.1,48.35,1.46
V01513,2025-07-18,C050,P010,Tienda fisica,Confirmada,4,36.59,0.1,19.01,1.14
V02109,2025-11-18,C005,P010,Tienda fisica,Confirmada,1,38.08,0.05,19.21,0.75
V04198,2024-04-26,C046,P005,E-commerce,Confirmada,2,94.02,0.0,48.58,24.18
V03807,2025-08-29,C038,P007,E-commerce,Confirmada,2,125.99,0.0,69.33,26.85
V01215,2024-07-21,C017,P001,E-commerce,Confirmada,1,1232.79,0.1,755.43,27.58
V00801,2025-11-18,C011,P008,Tienda fisica,Confirmada,9,90.88,0.0,51.75,2.48
V01641,2025-05-16,C003,P008,E-commerce,Confirmada,6,88.78,0.1,51.48,36.73
V02488,2024-11-15,C009,P005,E-commerce,Confirmada,6,93.49,0.1,48.39,28.58
V02298,2024-11-01,C040,P010,Tienda fisica,Confirmada,1,35.38,0.1,17.67,3.57
V04693,2024-02-28,C051,P008,E-commerce,Confirmada,4,85.63,0.08,47.69,28.92
V00848,2024-07-09,C006,P007,E-commerce,Confirmada,  1 ,  122.82 ,0.08,62.61,  26.86 
V04415,2024-07-18,C056,P010,E-commerce,Confirmada,1,34.89,0.0,18.16,23.2
V00890,2024-11-13,C040,P006,E-commerce,Confirmada,2,66.5,0.05,35.55,30.52
V01010,2025-04-16,C011,P002,E-commerce,Confirmada,1,473.84,0.15,298.86,11.14
V04056,2025-06-19,C025,P001,E-commerce,Confirmada,1,1266.59,0.1,800.5,22.32
V00258,2025-11-06,C043,P005,E-commerce,Confirmada,9,102.17,0.08,52.58,36.2
V03831,2024-11-01,C002,P009,Tienda fisica,Confirmada,2,130.98,0.0,75.61,2.21
V01960,2025-08-31,C009,P003,Tienda fisica,Confirmada,3,1791.71,0.0,1220.7,1.87
V03302,2025-09-14,C036,P006,E-commerce,Confirmada,8,70.18,0.1,38.42,22.29
V02980,2025-11-04,C035,P010,E-commerce,Confirmada,1,36.97,0.15,19.6,18.71
V04332,2025-03-22,C025,P002,E-commerce,Confirmada,1,475.89,0.0,300.26,18.11
V02100,2025-07-20,C034,P010,E-commerce,Confirmada,1,36.91,0.05,19.64,25.15
V02870,2024-09-28,C021,P008,Tienda fisica,Confirmada,11,85.02,0.1,47.66,0.85
V00140,2024-11-14,C031,P007,E-commerce,Confirmada,10,121.62,0.0,62.91,41.72
V04844,2024-03-12,C031,P004,Tienda fisica,Confirmada,6,27.65,0.0,13.63,1.32
V03348,2025-09-11,C015,P008,Tienda fisica,Confirmada,6,92.66,0.0,52.42,3.91
V04411,2024-07-23,C031,P002,E-commerce,Confirmada,3,456.39,0.1,274.68,19.91
V04891,2024-04-10,C052,P007,Tienda fisica,Confirmada,  2 ,  120.31 ,0.0,62.53,  1.33 
V03989,2025-07-10,C008,P004,E-commerce,Confirmada,6,29.91,0.0,14.76,42.35
V01407,2024-04-01,C038,P004,E-commerce,Confirmada,7,28.6,0.0,13.31,21.13
V04333,2025-07-27,C060,P004,Tienda fisica,Confirmada,2,29.27,0.0,14.36,1.23
V03272,2025-11-05,C022,P007,Tienda fisica,Confirmada,1,130.93,0.0,70.09,3.58
V02308,2025-01-21,C021,P005,Tienda fisica,Confirmada,5,100.08,0.0,51.14,2.29
V05027,2024-09-29,C038,P007,Tienda fisica,Confirmada,1,120.43,0.0,64.8,1.25
V03268,2024-12-03,C055,P005,Tienda fisica,Confirmada,3,93.14,0.0,48.71,1.07
V01648,2025-11-10,C010,P010,E-commerce,Confirmada,1,36.49,0.0,19.08,15.11
V02131,2024-04-14,C025,P003,Tienda fisica,Confirmada,4,1664.71,0.0,1104.36,2.71
V02961,2024-07-12,C060,P009,E-commerce,Confirmada,1,131.21,0.0,75.08,12.54
V04706,2024-01-25,C056,P005,Tienda fisica,Confirmada,8,96.97,0.1,47.51,1.67
V00654,2025-04-02,C058,P008,E-commerce,Confirmada,5,88.44,0.08,52.72,28.43
V03674,2024-03-20,C048,P008,Tienda fisica,Confirmada,3,87.22,0.0,48.18,3.82
V01435,2024-05-20,C044,P002,E-commerce,Confirmada,2,462.93,0.05,275.36,31.01
V05215,2024-03-06,C055,P002,Tienda fisica,Anulada,3,443.93,0.0,272.69,1.0
V02130,2024-03-15,C035,P008,E-commerce,Confirmada,4,86.64,0.05,48.16,32.01
V05150,2024-01-22,C035,P008,E-commerce,Confirmada,  1 ,  84.06 ,0.1,48.1,  22.51 
V01870,2024-10-01,C032,P008,Tienda fisica,Confirmada,11,85.1,0.0,47.23,1.51
V03228,2024-09-21,C012,P009,E-commerce,Confirmada,7,133.34,0.05,75.56,34.05
V01785,2025-12-27,C017,P005,E-commerce,Confirmada,10,101.69,0.1,51.96,28.28
V03523,2024-05-02,C042,P004,Tienda fisica,Confirmada,18,28.42,0.0,13.2,0.13
V00635,2025-03-29,C057,P008,E-commerce,Confirmada,1,92.26,0.05,53.07,19.98
V01906,2025-09-18,C060,P009,Tienda fisica,Confirmada,2,138.91,0.0,82.56,2.55
V00344,2025-01-09,C018,P007,Tienda fisica,Confirmada,1,130.57,0.0,67.99,3.51
V01104,2025-06-05,C016,P006,E-commerce,Confirmada,19,68.69,0.0,38.42,66.66
V00219,2025-07-03,C051,P002,E-commerce,Confirmada,2,480.84,0.0,295.59,30.72
V05029,2025-11-26,C057,P010,Tienda fisica,Confirmada,2,36.69,0.0,19.48,0.0
V02572,2025-11-10,C044,P004,E-commerce,Confirmada,5,30.09,0.05,14.37,32.32
V00470,2025-03-15,C035,P002,E-commerce,Confirmada,9,490.06,0.08,295.84,33.44
V02038,2024-09-25,C060,P001,Tienda fisica,Confirmada,1,1176.86,0.0,741.72,2.99
V01299,2024-09-07,C051,P002,Tienda fisica,Confirmada,4,456.21,0.0,271.39,1.43
V02673,2024-01-20,C010,P009,Tienda fisica,Confirmada,1,130.0,0.0,75.01,1.76
V04559,2025-10-10,C052,P004,E-commerce,Confirmada,4,29.96,0.0,14.32,30.09
V03100,2024-01-01,C032,P004,E-commerce,Confirmada,  9 ,  28.5 ,0.1,13.24,  46.36 
V02263,2025-12-23,C042,P004,E-commerce,Confirmada,4,29.99,0.0,14.74,36.77
V00383,2025-05-04,C020,P009,Tienda fisica,Confirmada,1,140.98,0.0,80.93,3.8
V04300,2025-12-11,C036,P008,Tienda fisica,Confirmada,9,90.77,0.0,51.19,1.88
V04787,2024-02-26,C020,P007,E-commerce,Confirmada,4,123.36,0.0,62.74,26.87
V01462,2025-09-10,C011,P001,E-commerce,Confirmada,1,1263.53,0.15,817.87,23.62
V02530,2024-04-21,C041,P005,E-commerce,Confirmada,7,93.91,0.08,48.92,25.78
V04368,2025-03-29,C032,P008,E-commerce,Confirmada,3,89.24,0.05,51.58,23.85
V04110,2025-10-28,C047,P005,Tienda fisica,Confirmada,3,100.7,0.0,51.02,3.41
V01316,2025-11-15,C014,P009,E-commerce,Confirmada,3,139.98,0.0,81.77,15.09
V01655,2025-06-16,C001,P009,E-commerce,Confirmada,4,135.35,0.0,83.92,24.22
V03125,2024-08-05,C022,P004,Tienda fisica,Confirmada,6,27.86,0.0,13.2,1.21
V00581,2025-05-18,C052,P009,E-commerce,Confirmada,1,135.41,0.0,83.4,13.52
V02032,2025-12-20,C040,P004,E-commerce,Confirmada,2,29.25,0.08,14.6,21.91
V01541,2024-05-01,C014,P004,Tienda fisica,Confirmada,13,28.45,0.0,13.47,2.61
V00908,2025-06-17,C056,P010,Tienda fisica,Confirmada,5,36.74,0.0,19.07,1.7
V05100,2025-12-20,C038,P008,Tienda fisica,Confirmada,4,92.04,0.05,52.21,0.26
V00909,2025-06-14,C029,P005,E-commerce,Confirmada,  1 ,  98.95 ,0.08,52.52,  19.9 
V02361,2025-11-19,C030,P002,Tienda fisica,Confirmada,3,476.93,0.0,298.38,0.17
V00984,2025-09-24,C051,P010,E-commerce,Confirmada,1,37.34,0.0,19.08,17.38
V02270,2025-04-22,C032,P006,E-commerce,Confirmada,4,70.56,0.08,38.94,17.23
V02389,2024-08-24,C035,P006,Tienda fisica,Confirmada,6,65.93,0.05,35.04,3.63
V01927,2024-04-22,C029,P010,E-commerce,Confirmada,3,34.46,0.08,17.77,25.79
V03776,2025-02-22,C028,P004,E-commerce,Confirmada,9,30.24,0.0,14.71,30.8
V00255,2024-07-18,C032,P007,E-commerce,Confirmada,2,117.66,0.1,62.88,18.98
V02067,2025-01-22,C028,P005,E-commerce,Confirmada,5,100.96,0.1,52.44,28.54
V03669,2025-03-01,C060,P005,E-commerce,Confirmada,3,103.7,0.0,51.71,33.61
V00376,2024-08-03,C049,P006,E-commerce,Confirmada,6,66.32,0.1,35.95,18.16
V04404,2025-11-24,C044,P006,E-commerce,Confirmada,3,68.44,0.05,38.41,26.94
V01774,2025-07-22,C020,P004,Tienda fisica,Confirmada,5,29.36,0.0,14.31,0.63
V02370,2024-11-16,C050,P005,E-commerce,Confirmada,6,95.33,0.0,47.93,28.35
V01681,2024-12-18,C004,P008,Tienda fisica,Confirmada,1,86.93,0.0,48.23,0.52
V00212,2024-06-25,C043,P005,Tienda fisica,Confirmada,7,95.69,0.0,47.64,1.14
V04467,2025-04-05,C045,P008,E-commerce,Confirmada,2,89.95,0.0,52.24,17.75
V01902,2024-08-26,C046,P005,Tienda fisica,Confirmada,  1 ,  93.24 ,0.05,48.38,  2.62 
V03866,2024-12-23,C010,P006,E-commerce,Confirmada,1,64.98,0.15,35.59,26.72
V04530,2024-02-02,C059,P010,Tienda fisica,Confirmada,8,34.38,0.0,17.8,3.83
V00833,2024-07-09,C002,P008,Tienda fisica,Confirmada,2,83.48,0.0,48.18,2.66
V03907,2024-07-31,C005,P010,E-commerce,Confirmada,2,34.8,0.1,17.89,23.93
V03120,2025-10-09,C035,P009,Tienda fisica,Confirmada,14,136.24,0.0,83.23,0.82
V01015,2025-01-18,C045,P004,Tienda fisica,Confirmada,6,29.51,0.0,14.71,2.52
V03482,2024-06-30,C039,P010,Tienda fisica,Confirmada,1,35.24,0.1,17.5,1.45
V04170,2024-08-12,C015,P004,E-commerce,Confirmada,7,28.4,0.1,13.25,34.71
V01176,2024-03-12,C046,P006,Tienda fisica,Confirmada,6,66.44,0.0,35.39,2.82
V04195,2025-07-09,C025,P002,Tienda fisica,Confirmada,1,468.98,0.1,294.97,1.4
V01922,2025-09-16,C017,P005,E-commerce,Confirmada,7,99.76,0.05,51.58,33.07
V02863,2025-11-01,C011,P004,E-commerce,Confirmada,3,29.57,0.0,14.75,28.94
V02477,2024-05-30,C058,P008,Tienda fisica,Confirmada,2,85.06,0.05,47.74,1.8
V03294,2025-08-28,C036,P004,E-commerce,Confirmada,2,29.47,0.0,14.33,23.91
V02362,2024-08-20,C043,P008,Tienda fisica,Confirmada,1,84.22,0.0,47.29,3.18
V03060,2025-01-17,C018,P006,E-commerce,Confirmada,12,70.13,0.0,38.77,46.14
V00009,2025-09-08,C010,P004,Tienda fisica,Confirmada,  5 ,  29.34 ,0.0,14.81,  2.98 
V04695,2025-01-09,C055,P004,E-commerce,Confirmada,2,29.42,0.0,14.55,19.36
V01815,2024-11-12,C035,P008,Tienda fisica,Confirmada,1,84.28,0.0,47.54,2.21
V03283,2024-12-10,C047,P004,E-commerce,Confirmada,5,28.38,0.05,13.52,34.02
V01184,2025-03-09,C016,P002,E-commerce,Confirmada,1,484.55,0.0,293.82,22.06
V03549,2025-03-24,C012,P010,Tienda fisica,Confirmada,4,36.51,0.0,19.31,1.77
V00388,2024-08-25,C044,P010,Tienda fisica,Confirmada,4,34.77,0.1,17.55,3.71
V03657,2025-08-22,C004,P010,E-commerce,Confirmada,13,37.01,0.0,19.43,66.55
V03309,2025-05-01,C002,P010,E-commerce,Confirmada,7,36.51,0.0,19.37,35.3
V03570,2024-03-10,C005,P005,E-commerce,Confirmada,5,93.61,0.1,48.47,28.71
V02404,2024-07-24,C005,P010,Tienda fisica,Confirmada,1,35.59,0.0,17.75,3.08
V04009,2024-11-09,C045,P008,Tienda fisica,Confirmada,3,85.36,0.05,48.65,3.16
V02220,2025-12-05,C015,P001,Tienda fisica,Confirmada,6,1308.89,0.1,805.44,2.57
V02453,2024-03-21,C060,P010,Tienda fisica,Confirmada,2,35.3,0.0,17.54,2.36
V04965,2025-01-21,C025,P002,E-commerce,Confirmada,7,471.32,0.08,297.72,29.03
V03873,2024-07-29,C026,P002,Tienda fisica,Confirmada,1,461.39,0.05,272.78,3.73
V02044,2025-07-20,C042,P004,E-commerce,Confirmada,5,29.72,0.0,14.75,31.95
V00646,2025-12-18,C015,P006,Tienda fisica,Confirmada,  7 ,  70.6 ,0.0,37.78,  2.55 
V02197,2024-06-24,C047,P004,Tienda fisica,Confirmada,2,27.83,0.0,13.28,3.97
V04308,2025-12-28,C047,P010,E-commerce,Confirmada,1,37.32,0.0,19.07,23.45
V04582,2024-05-28,C020,P007,Tienda fisica,Confirmada,4,118.35,0.0,64.63,2.37
V03435,2025-04-08,C006,P008,Tienda fisica,Confirmada,4,88.9,0.0,52.2,0.3
V03084,2025-11-05,C015,P007,E-commerce,Confirmada,2,129.53,0.1,68.82,22.14
V04973,2024-07-26,C020,P006,Tienda fisica,Confirmada,6,64.47,0.0,34.89,3.15
V00361,2024-03-25,C056,P005,Tienda fisica,Confirmada,8,95.54,0.05,47.49,1.8
V01187,2025-08-11,C025,P009,E-commerce,Confirmada,2,137.17,0.1,81.4,27.33
V00805,2024-05-28,C055,P004,E-commerce,Confirmada,4,27.48,0.0,13.6,18.63
V01950,2025-08-10,C057,P001,E-commerce,Confirmada,7,1309.6,0.05,805.48,43.35
V04407,2025-12-19,C045,P005,Tienda fisica,Confirmada,2,100.75,0.0,51.89,1.78
V01689,2025-10-02,C001,P008,E-commerce,Confirmada,2,92.73,0.0,52.76,27.09
V01330,2024-07-01,C026,P001,Tienda fisica,Confirmada,1,1195.75,0.1,751.31,2.36
V00491,2025-11-21,C026,P010,E-commerce,Confirmada,2,36.94,0.0,19.4,15.0
V04616,2024-06-24,C059,P006,E-commerce,Confirmada,5,66.13,0.15,35.42,24.81
V04321,2024-12-08,C027,P010,Tienda fisica,Confirmada,4,34.33,0.0,17.8,1.39
V01208,2025-05-25,C032,P004,E-commerce,Confirmada,  8 ,  30.39 ,0.05,14.53,  34.3 
V02469,2025-04-29,C032,P010,Tienda fisica,Confirmada,5,36.8,0.0,19.4,3.62
V01162,2024-03-23,C030,P009,Tienda fisica,Confirmada,1,128.69,0.0,75.19,1.44
V01384,2024-07-21,C049,P005,E-commerce,Confirmada,4,97.75,0.0,48.83,34.46
V01914,2024-06-15,C033,P010,E-commerce,Confirmada,15,36.05,0.1,17.7,64.57
V02758,2024-01-27,C022,P009,Tienda fisica,Confirmada,3,129.2,0.0,76.93,1.92
V01331,2024-11-24,C047,P010,E-commerce,Confirmada,3,35.74,0.15,17.56,19.43
V02869,2025-01-28,C021,P005,Tienda fisica,Confirmada,10,103.35,0.1,51.98,2.76
V03238,2025-12-31,C035,P004,Tienda fisica,Confirmada,5,30.14,0.0,14.32,0.65
V03816,2024-12-08,C054,P010,Tienda fisica,Confirmada,4,35.45,0.0,18.19,2.74
V04832,2025-12-31,C032,P002,E-commerce,Confirmada,1,490.55,0.0,299.31,19.35
V03131,2025-02-12,C026,P010,Tienda fisica,Confirmada,1,36.63,0.0,19.03,3.64
V04774,2024-12-17,C013,P006,Tienda fisica,Confirmada,4,64.38,0.05,35.41,2.53
V01178,2025-10-02,C025,P009,Tienda fisica,Confirmada,2,137.88,0.1,83.08,3.01
V02063,2025-03-06,C003,P004,E-commerce,Confirmada,9,29.53,0.0,14.57,26.94
V04343,2024-10-18,C016,P009,E-commerce,Confirmada,1,131.22,0.0,76.84,12.33
V02055,2025-01-15,C046,P010,E-commerce,Confirmada,3,37.7,0.0,19.21,22.57
V00474,2025-10-17,C057,P007,Tienda fisica,Confirmada,  1 ,  128.32 ,0.0,70.19,  3.94 
V01831,2024-06-12,C048,P006,E-commerce,Confirmada,3,64.46,0.0,35.93,27.2
V04802,2024-02-11,C051,P008,Tienda fisica,Confirmada,17,83.32,0.0,48.52,1.87
V02120,2024-12-06,C052,P002,E-commerce,Confirmada,1,460.68,0.08,270.24,22.48
V04106,2025-10-22,C030,P006,Tienda fisica,Confirmada,11,69.3,0.0,37.73,2.75
V04563,2024-05-12,C042,P010,E-commerce,Confirmada,1,34.51,0.0,17.63,12.9
V04677,2024-04-14,C055,P010,Tienda fisica,Confirmada,1,35.98,0.0,17.7,3.4
V03330,2024-12-30,C015,P002,Tienda fisica,Confirmada,1,450.47,0.0,271.42,2.05
V01526,2025-09-21,C040,P007,Tienda fisica,Confirmada,2,126.97,0.0,69.08,1.67
V04710,2024-05-08,C021,P001,Tienda fisica,Confirmada,1,1235.94,0.05,748.2,0.03
V03961,2024-09-02,C026,P006,E-commerce,Confirmada,10,64.19,0.0,36.02,32.79
V00297,2025-12-01,C051,P005,E-commerce,Confirmada,6,103.32,0.1,52.67,26.11
V02835,2024-02-22,C024,P004,Tienda fisica,Confirmada,5,28.62,0.0,13.33,2.25
V03418,2025-08-27,C060,P007,Tienda fisica,Confirmada,5,130.74,0.0,70.17,0.24
V00899,2025-06-29,C009,P004,E-commerce,Confirmada,8,29.46,0.15,14.84,33.73
V01596,2025-11-26,C006,P010,E-commerce,Confirmada,2,36.76,0.1,19.36,22.08
V04007,2025-02-18,C057,P010,Tienda fisica,Confirmada,2,38.13,0.0,19.24,0.42
V01071,2024-09-03,C010,P008,Tienda fisica,Confirmada,  1 ,  83.73 ,0.0,47.86,  1.36 
V02360,2024-12-09,C014,P009,Tienda fisica,Confirmada,2,133.86,0.0,76.75,2.47
V05117,2025-09-10,C004,P001,E-commerce,Confirmada,5,1273.19,0.0,810.76,19.7
V02633,2025-03-20,C016,P005,Tienda fisica,Confirmada,7,101.3,0.1,51.61,2.64
V03116,2024-05-26,C050,P010,Tienda fisica,Confirmada,3,34.48,0.0,18.16,0.33
V00895,2025-07-13,C025,P005,Tienda fisica,Confirmada,1,102.04,0.0,51.65,0.89
V03373,2025-11-13,C015,P005,E-commerce,Confirmada,12,99.15,0.0,52.27,50.48
V01953,2024-08-28,C018,P010,Tienda fisica,Confirmada,1,35.48,0.0,18.2,2.06
V04284,2025-05-31,C035,P004,Tienda fisica,Confirmada,6,30.51,0.0,14.64,1.03
V05115,2025-10-21,C010,P007,E-commerce,Confirmada,3,127.5,0.15,68.59,28.91
V04413,2024-07-12,C020,P006,Tienda fisica,Confirmada,7,65.26,0.0,36.13,3.83
V02589,2025-03-20,C005,P004,Tienda fisica,Confirmada,6,29.29,0.0,14.3,0.29
V04217,2024-01-17,C043,P002,Tienda fisica,Confirmada,1,451.7,0.0,268.84,0.14
V00579,2025-11-17,C001,P008,E-commerce,Confirmada,5,89.74,0.05,52.39,18.4
V04126,2025-12-17,C023,P007,E-commerce,Confirmada,1,129.85,0.08,70.24,16.36
V03668,2024-08-12,C041,P010,Tienda fisica,Confirmada,1,35.64,0.0,17.88,3.35
V03955,2025-12-30,C045,P006,E-commerce,Confirmada,8,70.74,0.05,38.48,29.47
V01825,2024-04-25,C029,P001,Tienda fisica,Confirmada,  4 ,  1230.69 ,0.0,752.68,  3.47 
V01144,2024-10-11,C010,P001,E-commerce,Confirmada,3,1203.86,0.05,756.31,19.02
V04103,2024-12-12,C045,P002,Tienda fisica,Confirmada,1,459.8,0.05,276.19,2.45
V03291,2024-04-11,C018,P001,Tienda fisica,Confirmada,6,1211.27,0.0,741.74,2.6
V03598,2024-02-15,C037,P004,Tienda fisica,Confirmada,11,28.31,0.0,13.3,0.31
V01227,2025-11-12,C040,P008,E-commerce,Confirmada,1,88.39,0.0,51.27,17.93
V03430,2024-06-01,C026,P005,Tienda fisica,Confirmada,5,94.76,0.05,48.89,0.06
V03893,2025-07-05,C016,P010,Tienda fisica,Confirmada,1,37.14,0.0,19.17,2.23
V01799,2024-12-19,C051,P002,E-commerce,Confirmada,1,454.72,0.15,276.89,25.14
V04860,2025-05-11,C029,P004,Tienda fisica,Confirmada,2,30.37,0.0,14.76,3.48
V04521,2025-07-28,C027,P009,Tienda fisica,Confirmada,5,138.42,0.0,81.35,0.49
V02914,2024-05-04,C047,P010,Tienda fisica,Confirmada,1,35.27,0.0,17.61,1.8
V00529,2024-06-17,C047,P010,Tienda fisica,Confirmada,2,34.96,0.0,18.0,3.82
V03153,2024-05-13,C035,P004,Tienda fisica,Confirmada,9,28.03,0.0,13.68,0.55
V03476,2025-12-06,C050,P001,Tienda fisica,Confirmada,3,1263.8,0.1,819.02,1.27
V02800,2024-07-17,C036,P005,E-commerce,Confirmada,2,94.22,0.0,47.61,20.01
V01903,2025-02-07,C028,P010,Tienda fisica,Confirmada,3,36.71,0.0,19.58,3.84
V04001,2024-07-14,C008,P005,E-commerce,Confirmada,  4 ,  97.73 ,0.05,47.26,  34.61 
V03308,2024-09-27,C018,P010,E-commerce,Confirmada,5,36.0,0.0,17.57,34.95
V01892,2025-01-17,C045,P003,E-commerce,Confirmada,7,1750.76,0.1,1215.16,34.5
V00864,2024-10-11,C040,P009,Tienda fisica,Confirmada,3,130.8,0.0,75.56,1.16
V03751,2025-03-31,C017,P004,E-commerce,Confirmada,4,29.58,0.0,14.3,23.42
V01840,2025-05-18,C043,P001,E-commerce,Confirmada,1,1274.08,0.0,798.89,22.08
V04184,2025-04-12,C010,P008,E-commerce,Confirmada,4,89.63,0.0,51.07,19.19
V00932,2024-10-21,C037,P010,Tienda fisica,Confirmada,5,34.34,0.0,18.18,0.95
V03716,2024-12-21,C015,P001,Tienda fisica,Confirmada,10,1189.99,0.05,741.99,0.67
V01592,2025-09-03,C045,P007,E-commerce,Confirmada,1,127.28,0.08,68.35,22.56
V03315,2025-06-29,C046,P005,E-commerce,Confirmada,4,102.75,0.0,52.58,25.57
V00988,2024-06-09,C024,P005,E-commerce,Confirmada,5,93.32,0.0,47.69,18.11
V05257,2025-11-06,,P002,E-commerce,Confirmada,8,477.62,0.15,295.92,46.56
V03265,2025-11-05,C058,P006,E-commerce,Confirmada,7,70.54,0.0,38.46,28.64
V00736,2024-09-19,C015,P008,E-commerce,Confirmada,1,84.59,0.05,47.46,14.36
V00363,2024-05-24,C036,P010,E-commerce,Confirmada,8,35.75,0.0,17.85,29.37
V02968,2025-04-04,C028,P009,E-commerce,Confirmada,5,137.28,0.0,83.59,20.21
V01063,2024-10-03,C054,P010,E-commerce,Confirmada,  2 ,  34.93 ,0.05,17.95,  26.6 
V04968,2025-04-13,C051,P004,Tienda fisica,Confirmada,5,29.66,0.0,14.68,2.36
V00787,2025-04-28,C003,P009,E-commerce,Confirmada,1,135.16,0.0,80.99,16.85
V03936,2025-10-02,C020,P006,E-commerce,Confirmada,7,68.02,0.05,39.2,29.61
V00054,2025-11-19,C005,P007,E-commerce,Confirmada,1,131.01,0.0,68.22,15.89
V01579,2025-04-21,C045,P010,Tienda fisica,Confirmada,3,36.84,0.0,19.57,2.66
V04890,2024-07-18,C031,P005,E-commerce,Confirmada,12,93.32,0.0,48.19,40.16
V04980,2025-11-05,C052,P010,E-commerce,Confirmada,5,38.1,0.05,19.04,20.77
V00985,2024-03-03,C035,P005,Tienda fisica,Confirmada,2,95.81,0.05,48.01,2.67
V03022,2025-04-12,C016,P002,E-commerce,Confirmada,17,469.11,0.05,294.65,53.91
V00045,2024-02-06,C057,P006,Tienda fisica,Confirmada,4,64.86,0.0,36.01,1.13
V00099,2024-03-03,C020,P004,E-commerce,Confirmada,3,28.58,0.0,13.35,28.56
V01030,2025-04-04,C009,P010,E-commerce,Confirmada,7,37.5,0.0,19.37,37.48
V04477,2025-08-25,C060,P001,Tienda fisica,Confirmada,1,1262.5,0.0,812.4,1.49
V01853,2024-09-25,C021,P005,E-commerce,Confirmada,5,97.38,0.1,48.76,29.96
V02802,2024-11-23,C004,P003,Tienda fisica,Confirmada,6,1650.49,0.0,1116.91,0.96
V01398,2025-07-13,C046,P004,E-commerce,Confirmada,3,29.49,0.0,14.78,29.87
V02650,2024-05-02,C020,P010,Tienda fisica,Confirmada,  2 ,  35.27 ,0.0,17.94,  1.17 
V00986,2025-12-28,C007,P004,E-commerce,Confirmada,13,30.11,0.15,14.52,40.17
V04523,2025-08-22,C003,P009,E-commerce,Confirmada,3,139.51,0.0,83.5,23.14
V01741,2025-02-02,C027,P005,Tienda fisica,Confirmada,7,99.73,0.05,51.12,2.54
V00032,2025-06-08,C045,P004,Tienda fisica,Confirmada,17,29.92,0.0,14.35,2.89
V03509,2025-10-09,C019,P008,Tienda fisica,Confirmada,1,90.54,0.0,52.21,2.43
V02074,2025-09-10,C017,P007,E-commerce,Confirmada,2,127.5,0.05,69.46,18.97
V02198,2024-08-17,C044,P006,Tienda fisica,Confirmada,4,66.48,0.0,35.71,1.92
V02299,2024-07-15,C007,P001,E-commerce,Confirmada,11,1213.29,0.08,743.45,33.32
V03255,2024-04-05,C006,P003,E-commerce,Confirmada,2,1624.45,0.08,1131.34,28.34
